file	chroma_stft	rmse	spectral_centroid	spectral_bandwith	rollof	zero_crossing_rate	mfcc1	mfcc2	mfcc3	mfcc4	mfcc5	mfcc6	mfcc7	mfcc8	mfcc9	mfcc10	mfcc11	mfcc12	mfcc13	mfcc14	mfcc15	mfcc16	mfcc17	mfcc18	mfcc19	mfcc20
0_george_22.wav	0.26241964	0.057845768	1370.9775311087067	1030.5400736491142	2557.5572620738635	0.07233220880681818	-348.18698	144.06543	-84.06777	26.97631	37.184162	-43.701427	-7.2246776	-19.016085	-48.73746	-6.827846	-21.820898	-37.93793	2.7135713	-10.896481	-26.07997	1.5231365	-10.110108	-18.511614	-1.2676686	-13.641818
0_george_23.wav	0.22430553	0.055171706	1179.1751373100467	1071.665576595648	2405.3566672585225	0.04856178977272727	-372.4635	149.69049	-63.837696	24.026417	24.998568	-46.90698	-5.960878	-13.803817	-46.331837	-9.369164	-21.519651	-41.394024	-4.4525423	-11.695917	-28.366333	-1.9663467	-4.2803693	-15.341726	-5.4415812	-11.200667
0_george_24.wav	0.2661275	0.049237523	1414.8756267944884	1131.3096086180524	2704.863947088068	0.07113370028409091	-363.9967	148.2715	-78.61276	29.837526	31.001951	-51.157738	-6.706337	-14.9700165	-45.177273	-2.6221447	-20.243504	-41.863148	-1.8698269	-11.881302	-27.066542	-1.2349098	-9.749627	-15.245053	0.08686456	-12.446536
0_george_25.wav	0.26312932	0.06690784	1516.1625871419142	1089.1773403585287	2671.19384765625	0.0958740234375	-353.1087	144.26651	-85.0814	28.476196	32.809258	-48.75038	-3.8912175	-15.129657	-48.65	-6.8217964	-24.715433	-44.933044	-2.1990962	-10.9325695	-24.724905	2.7290373	-6.9650583	-15.3531065	-1.3737344	-13.795178
0_george_26.wav	0.31998685	0.06230398	1393.3285628053566	1015.7008770775369	2530.5501302083335	0.09098307291666667	-342.97437	138.1504	-74.14071	29.08273	34.93696	-48.18135	-12.2623005	-16.643553	-48.22066	-10.035803	-20.324244	-41.55733	-4.916528	-9.978115	-25.506819	-1.054393	-6.6140666	-14.707734	-0.47210386	-12.680375
0_george_27.wav	0.30012643	0.052447516	1317.4604139530354	1036.434715770142	2483.49609375	0.07415771484375	-350.48193	150.6389	-79.68809	22.109858	29.984663	-49.54719	-9.057276	-14.727313	-47.084045	-8.676566	-21.049925	-40.293835	-2.6217127	-11.971419	-27.550497	-1.5187553	-8.997501	-16.445135	-0.5318814	-11.976016
0_george_28.wav	0.28231326	0.0494293	1480.4639969733107	1088.1560649994553	2757.111328125	0.07884765625	-357.32742	167.9046	-98.57974	26.201466	35.389774	-53.589264	-4.976439	-17.212914	-51.968525	-1.6166035	-20.378223	-45.94196	-0.3807824	-10.664816	-26.846264	2.733121	-10.219057	-18.449793	1.4791282	-14.071322
0_george_29.wav	0.2944207	0.059189383	1411.139757610517	1048.6530308711867	2574.622112771739	0.07969599184782608	-346.1313	167.78015	-91.28429	28.203419	32.95175	-55.30824	-6.569012	-14.528788	-50.539333	-6.712567	-21.710918	-42.894367	-2.3365297	-14.645762	-31.051363	-2.977444	-10.32305	-15.864641	-1.6550666	-16.60328
0_george_3.wav	0.26447868	0.06325549	1191.6436321039369	994.7341822342038	2269.3603515625	0.058756510416666664	-365.3146	149.7866	-69.76017	24.165455	30.153683	-46.605938	-9.926492	-17.334723	-49.51683	-10.878178	-21.376387	-43.130157	-4.854709	-6.546763	-24.56121	-4.583055	-6.454252	-13.436224	-5.310597	-14.299402
0_george_30.wav	0.25012305	0.0665758	1509.9740189559006	1095.9507311865286	2884.2529296875	0.0822482638888889	-328.02243	148.41269	-92.76193	27.327353	32.38245	-55.934113	-7.170299	-14.400447	-52.45248	-10.824125	-24.11583	-42.315933	0.6307117	-9.395014	-24.353407	2.7856572	-8.769819	-17.582184	-2.8356085	-16.198694
0_george_31.wav	0.2760281	0.038127005	1253.2740508441507	1156.6995871118522	2541.815185546875	0.047607421875	-367.28647	173.90855	-85.25058	10.247836	19.189035	-45.42061	-0.0068815947	-13.173561	-46.26984	-8.291453	-20.13303	-30.124746	5.242072	-13.16317	-22.06978	6.229189	-14.176707	-25.279577	-2.947862	-12.942231
0_george_32.wav	0.2727629	0.06836175	1198.6027043365586	971.7227976721755	2125.7578125	0.0576953125	-350.7753	138.29315	-59.63703	22.857407	27.661186	-42.417538	-16.170115	-21.2076	-41.710064	-12.491488	-26.881277	-35.88393	-0.3486846	-12.101431	-23.783058	2.029657	-5.7274795	-13.733323	0.24562061	-9.981626
0_george_33.wav	0.2429826	0.06923396	1361.9413591636926	1039.4969410548426	2510.233154296875	0.07158203125	-345.94614	150.73209	-81.506065	24.403376	36.683815	-45.806076	-12.350878	-17.41483	-44.687195	-10.466793	-30.081287	-46.491222	-3.2330909	-13.478017	-28.921772	1.7292385	-6.5602217	-18.930477	-1.9903831	-11.221591
0_george_34.wav	0.252788	0.064713255	1200.3128856139253	962.9120747935264	2177.0068359375	0.054931640625	-355.03833	146.73929	-68.025024	20.87502	29.343822	-42.419567	-10.885023	-17.550716	-43.848724	-10.9307785	-24.44497	-38.899696	-0.9153698	-7.9579825	-23.280722	0.0546967	-5.1658435	-13.814853	-1.4964811	-9.358893
0_george_35.wav	0.23416756	0.06774295	1201.645280710781	1003.1151760034336	2146.5203536184213	0.05849095394736842	-345.0285	156.23871	-63.932587	24.789152	31.153498	-42.220844	-12.203525	-18.630093	-44.21895	-9.354748	-20.937773	-35.73023	0.53781265	-7.2444305	-21.868473	0.9451284	-5.659813	-12.263947	3.582239	-4.564813
0_george_36.wav	0.24681637	0.061017275	1258.8898470383945	1036.971966489459	2457.177734375	0.061360677083333336	-357.85364	134.33742	-65.87275	20.504734	34.39715	-33.625267	-13.117862	-23.373137	-42.76346	-10.834627	-28.129095	-38.590687	2.242175	-6.7776494	-22.690504	-0.04439669	-6.0523434	-12.998235	-0.84602934	-10.439007
0_george_37.wav	0.22313063	0.041577242	1157.4177386179292	1009.5535381205428	2269.44580078125	0.04945591517857143	-382.01154	155.18298	-68.57147	17.027052	31.901987	-35.958668	-13.280558	-23.581987	-45.036186	-9.140016	-21.497324	-32.932793	3.2429674	-10.561292	-25.449427	2.8958135	-3.788015	-13.99956	1.8506693	-6.036712
0_george_38.wav	0.21611865	0.049281415	1463.7211487649356	1116.9851539459667	2665.810546875	0.07779947916666667	-361.51315	158.70245	-96.34699	33.14882	41.11141	-49.14008	-10.9899845	-22.503138	-49.33331	-1.8668628	-22.03598	-40.648094	6.728424	-7.168146	-26.585695	2.879486	-6.9441113	-16.372929	-0.05062707	-11.850489
0_george_39.wav	0.23420908	0.066574685	1367.4163974725836	1025.575241332434	2522.7493286132812	0.0628662109375	-342.76743	158.49408	-97.07303	27.240688	39.227814	-49.684196	-11.25698	-20.606838	-49.641376	-6.8543687	-24.300137	-40.97657	2.7497015	-9.324846	-23.944515	4.7293177	-5.3444166	-12.234354	3.3196154	-10.542803
0_george_4.wav	0.26990598	0.06373475	1226.9130267159555	1014.1077567551282	2267.266845703125	0.059163411458333336	-357.92496	149.20924	-66.77591	22.066523	28.350296	-42.85431	-10.092431	-21.19062	-47.389515	-9.730907	-26.049744	-42.51454	-0.7034239	-7.60817	-23.915138	0.47040164	-5.266771	-15.0691805	-4.4448886	-12.488194
0_george_40.wav	0.2674013	0.045474898	1164.7172156921145	1057.4450785088836	2370.056683084239	0.04823369565217391	-384.06064	159.96141	-75.03052	18.999342	32.837666	-42.86788	-12.61478	-19.577543	-43.723846	-9.253837	-27.189365	-39.384117	2.1329246	-12.403418	-29.210508	-2.2129574	-12.742279	-20.078644	-0.32445556	-12.432069
0_george_41.wav	0.25587386	0.0637603	1147.6516963095714	1120.123885203831	2398.418830422794	0.04084329044117647	-334.91583	172.21132	-78.50181	18.148626	29.56536	-41.16892	-10.508449	-30.688904	-55.250042	-8.633305	-27.466448	-47.719563	-5.115119	-11.65509	-25.792099	-1.9750555	-7.9045815	-11.187713	0.13023157	-12.120488
0_george_42.wav	0.26041108	0.059974916	1380.8124955344779	1170.9487670381284	2786.2831517269738	0.05877364309210526	-325.66592	144.01599	-75.25197	19.67206	34.33481	-33.25313	-10.279382	-27.679937	-48.744034	-7.627507	-25.063574	-41.58923	-1.2489225	-9.863308	-24.849703	-1.1488978	-8.191769	-12.888207	1.1999254	-11.034434
0_george_43.wav	0.25397715	0.067043595	1332.1003531720462	1039.8904040819243	2545.703125	0.06732855902777778	-337.28387	155.17966	-81.17615	27.51981	37.815327	-46.372066	-12.552349	-24.725239	-53.675056	-10.191428	-29.738054	-50.73625	-1.540877	-9.18005	-32.584557	-4.060446	-4.7531857	-14.319179	-1.6647029	-9.000058
0_george_44.wav	0.23044969	0.0661563	1386.9415450193287	1058.8771154614785	2602.28759765625	0.0761962890625	-343.35867	149.90727	-81.97587	25.887928	33.787567	-46.92449	-10.109543	-24.234821	-51.88418	-4.202282	-23.758999	-47.2658	0.06133485	-7.6814384	-29.367163	-1.2735779	-3.4154217	-11.241643	1.6201375	-9.36132
0_george_45.wav	0.28815135	0.049092177	1287.2439619759914	1022.774983957643	2416.1232688210225	0.069580078125	-368.60202	158.08205	-78.88386	20.530703	31.962627	-44.445263	-9.757712	-22.54662	-50.414852	-6.0345473	-23.491419	-47.480957	-4.8067164	-8.732295	-25.449907	-2.425742	-9.249536	-14.121515	1.6008297	-11.320934
0_george_46.wav	0.263185	0.05140949	1297.7623116158481	1022.0597175229299	2373.779296875	0.06712704613095238	-373.2181	154.56018	-76.605896	17.450489	29.838291	-43.435658	-9.728457	-20.803112	-49.249645	-6.991746	-21.096426	-43.980324	-2.3929715	-4.808249	-24.502335	-3.3260145	-5.2291875	-11.118364	0.6457833	-9.639207
0_george_47.wav	0.26144943	0.04892599	1262.9667731627583	1019.1908937987037	2344.04296875	0.06763857886904762	-375.54117	156.48532	-74.36674	23.66163	29.172506	-46.599506	-8.737242	-21.955862	-49.228905	-5.2963247	-25.856585	-48.202045	-2.754755	-10.295403	-29.880865	-2.7182877	-5.388569	-13.590299	-2.6705983	-11.42701
0_george_48.wav	0.2831592	0.05625024	1352.612357144397	1041.0623962731986	2549.7270063920455	0.07084517045454546	-353.65314	154.81732	-86.45277	19.190111	33.54518	-45.19941	-9.475417	-20.807356	-49.792454	-5.6904993	-22.143053	-44.752613	-1.94405	-8.810472	-27.690865	-3.0583315	-8.451899	-13.764185	2.2534506	-10.070988
0_george_49.wav	0.26088876	0.05039579	1314.9898157251644	1025.845269110476	2397.037020596591	0.07282049005681818	-375.73547	156.31856	-79.3901	24.502796	31.005821	-47.703835	-8.391392	-20.722473	-49.53684	-2.275006	-19.812752	-46.07634	-1.7863202	-5.7215123	-25.426134	-1.0199043	-4.926862	-12.398285	-0.2232262	-11.861672
0_george_5.wav	0.20797977	0.0689254	1202.881496065362	1059.1567572389208	2374.420166015625	0.05259486607142857	-370.14822	137.1883	-65.70931	25.001566	30.882505	-39.325977	-9.143035	-22.487425	-47.793114	-9.005903	-25.132627	-44.099064	-3.962077	-6.783114	-22.621878	-4.7573676	-9.913996	-13.3903675	-3.3254497	-13.469995
0_george_6.wav	0.22407234	0.088330545	1030.9563497424936	922.1435043687562	1972.210693359375	0.04790387834821429	-352.5281	140.57153	-50.28667	21.349718	25.677708	-39.063305	-11.544322	-20.20518	-48.70862	-15.27422	-22.503208	-42.44123	-8.338495	-4.3865666	-20.755146	-5.89309	-3.5148888	-8.229808	-3.8202095	-11.508477
0_george_7.wav	0.24084696	0.057365425	1064.7322104931525	981.1352452271763	2147.7513806573274	0.04313712284482758	-383.11942	153.80153	-66.56685	20.278944	30.521923	-41.654903	-11.495035	-21.995619	-51.20219	-11.6989975	-21.479898	-43.141483	-6.2304096	-6.7083316	-23.476912	-4.7608824	-7.058196	-13.777689	-6.2403197	-15.621233
0_george_8.wav	0.2454706	0.06948625	1128.560018045481	995.5583444936168	2224.9416185461955	0.055048403532608696	-364.49725	153.48709	-72.944046	21.20014	31.854301	-43.02133	-9.553983	-20.990633	-53.053116	-11.874513	-21.50325	-43.664127	-5.1062474	-5.496507	-22.954597	-4.9047513	-7.83332	-12.249	-3.1376145	-14.845306
0_george_9.wav	0.25577042	0.04150585	1127.5646452556364	995.4420233517809	2213.1826171875	0.053984375	-389.58813	159.8109	-70.062386	21.631907	32.679752	-39.71226	-7.321222	-20.160551	-48.305008	-6.725227	-21.341978	-43.62776	-3.7769494	-6.794037	-24.567305	-4.9750795	-8.407694	-13.3105545	-5.1151915	-17.515984
0_jackson_0.wav	0.2416691	0.11189546	741.6833437857496	766.8998981230786	1422.344970703125	0.034022739955357144	-296.009	189.52194	-19.561626	5.97577	21.727133	-19.727306	-11.294458	-17.58511	-25.275646	-3.1062138	-15.759282	-25.853756	-4.967067	-8.271612	-10.646009	-0.32659575	-8.905789	-4.6268535	2.682958	-15.640623
0_jackson_1.wav	0.23853415	0.08947755	640.2936374709312	690.3523228279159	1172.1552309782608	0.03345788043478261	-339.91736	203.43126	-7.230308	14.142554	20.526157	-32.696526	-19.430437	-12.102034	-23.534973	-6.994197	-13.900695	-22.886541	-1.6110877	-5.7056327	-15.387262	0.00998045	-3.6985693	-11.076141	-0.3621047	-6.8388796
0_jackson_10.wav	0.24732716	0.090833336	666.9876752085315	737.3620803756929	1236.7236328125	0.03326822916666667	-327.73474	195.4494	-4.4213405	20.535715	18.3819	-35.9684	-17.500948	-13.23627	-26.932598	-7.6861377	-11.974208	-18.862255	-3.2618864	-10.449889	-10.361133	2.9911315	-11.345286	-10.620301	6.604777	-9.003247
0_jackson_11.wav	0.26854554	0.08741833	720.8256423375103	746.7820026151758	1465.8528645833333	0.03591579861111111	-321.0853	200.10995	-8.196998	11.792066	15.564095	-32.735607	-16.594412	-14.238176	-24.90178	-4.4623227	-12.032617	-20.671886	-1.1958029	-6.578178	-11.539394	1.6454971	-6.086718	-6.8933825	3.7987552	-9.736651
0_jackson_12.wav	0.3032857	0.09626665	862.2601006504702	796.9317504150487	1562.5615658967392	0.04946501358695652	-317.23477	194.78287	-13.143385	3.0703683	12.089966	-30.08022	-16.70802	-14.422943	-23.418098	-8.813434	-18.151197	-17.890022	5.9982724	-6.387273	-16.169296	1.3437172	-4.7004433	-8.700591	4.6414475	-5.275229
0_jackson_13.wav	0.3352206	0.082688265	690.8730756567359	747.2084753933333	1267.974384014423	0.03731595552884615	-337.38477	200.51535	-3.7740576	13.073386	15.697847	-30.592386	-14.938597	-14.072633	-27.027418	-9.8814535	-15.670069	-17.94202	2.9996996	-7.1400275	-14.400087	1.1841363	-6.4052734	-9.611412	2.5239751	-8.27843
0_jackson_14.wav	0.3152206	0.080906615	696.6221566522422	735.9551891115271	1335.05859375	0.04076244212962963	-327.36267	197.47607	-2.8057072	11.435637	17.696432	-27.72324	-19.872402	-18.726948	-23.629906	-5.7473	-16.05199	-19.896008	1.4326384	-8.258231	-14.076814	3.0082507	-5.9920735	-11.879991	1.4121976	-7.0616617
0_jackson_15.wav	0.33725238	0.0791569	707.3742204477777	771.6998350864435	1401.96533203125	0.03778948102678571	-336.02402	191.24272	-1.0777645	14.587354	15.162389	-29.141024	-15.987849	-16.167864	-23.364168	-5.599953	-17.173735	-19.909323	3.7261288	-6.9062343	-14.447794	2.597281	-3.8948064	-8.480992	0.43400607	-8.864235
0_jackson_16.wav	0.30586743	0.09772921	682.3109156506918	687.1407213180642	1296.478271484375	0.039042154947916664	-322.55948	202.35207	-3.608641	5.8085747	14.312652	-28.98435	-22.007872	-19.058947	-23.765541	-7.8880386	-16.526909	-19.289104	1.948575	-6.1412854	-13.738541	1.4205073	-4.4055505	-10.233684	-0.51716727	-6.1718564
0_jackson_17.wav	0.22184952	0.14292459	763.3691536385352	722.5679111867062	1448.3419667119565	0.035708220108695655	-283.06442	191.79659	-20.37001	-4.46436	9.266097	-29.09347	-14.887393	-15.743891	-28.07618	-10.956519	-18.928799	-23.45869	-1.5168508	-8.735111	-12.552278	4.6577086	-6.3638964	-10.782658	4.219484	-10.812744
0_jackson_18.wav	0.33357653	0.08151397	670.8714735717671	736.836649313952	1284.5669450431035	0.03556034482758621	-337.65775	198.1592	-5.0227847	14.611721	22.562317	-25.705595	-21.104612	-22.967709	-25.929886	-4.555659	-16.335203	-21.681398	0.9674414	-7.394141	-13.695748	0.10884957	-8.693061	-10.504819	-0.2573436	-11.629881
0_jackson_19.wav	0.28940424	0.09319322	644.251293253287	671.6698553532915	1117.803955078125	0.0379638671875	-325.1211	189.0461	9.955904	9.276635	11.058118	-24.336962	-20.478495	-23.058254	-21.931952	-3.1108153	-17.46989	-23.13447	1.1553829	-2.3069158	-8.588134	2.4673934	-5.316523	-7.8599663	0.8546606	-10.660001
0_jackson_2.wav	0.25111383	0.11469998	616.3437016790657	631.3039768086448	1040.1473335597825	0.03456182065217391	-315.9019	195.05736	0.33102864	7.1832666	18.9482	-27.208117	-25.672016	-15.870385	-22.116976	-14.3087015	-17.155693	-16.90295	-1.8912302	-8.87178	-14.071432	-0.50021994	-4.8076572	-9.768844	-0.845932	-7.5400343
0_jackson_20.wav	0.3143734	0.10768359	702.871940477457	743.0060296342378	1325.48828125	0.03788700810185185	-314.51874	184.4545	5.925099	8.870335	11.598145	-23.081875	-18.076645	-23.088663	-23.738941	-2.6991668	-14.9255085	-19.77341	4.557803	-0.4154924	-8.913787	0.7502822	-5.649076	-5.64309	1.4874909	-13.047248
0_jackson_21.wav	0.24604249	0.093986645	708.4218247384998	758.7768962885862	1331.7457932692307	0.03692157451923077	-332.1252	195.1024	-5.345385	11.053832	14.791444	-26.576326	-15.251487	-22.228691	-25.805765	2.082763	-12.767389	-24.22837	-1.5289905	-10.726698	-14.092546	6.9452686	-3.8542364	-8.572211	7.134503	-7.0812
0_jackson_22.wav	0.26130602	0.09894491	750.0260306725146	776.5673736491127	1428.2311072716345	0.03632061298076923	-316.16537	196.42458	-14.261193	9.043882	15.984076	-31.882572	-16.818745	-15.664592	-23.699238	-0.8224223	-11.901609	-21.738726	-0.29621363	-9.72162	-15.893698	4.0938377	-3.2789693	-7.5477757	6.5991216	-6.5740643
0_jackson_23.wav	0.23270553	0.10019745	784.1498930853434	832.0081414748298	1615.4043344350962	0.03863055889423077	-316.94907	194.42766	-19.268248	13.077438	20.075787	-31.437704	-15.645754	-18.614628	-28.998167	-1.720899	-11.772779	-21.825115	2.59567	-5.89987	-13.646218	3.5454721	-6.310025	-8.923979	7.433726	-6.3122463
0_jackson_24.wav	0.2730168	0.086728826	762.9167494617907	826.0609371079396	1459.6435546875	0.03737095424107143	-338.5681	180.96602	-3.9901767	23.37578	21.643675	-32.137657	-18.835722	-15.337226	-22.043781	-2.9380963	-14.860965	-21.582127	0.3777092	-7.6580815	-12.523462	3.1833036	-5.9760737	-7.3373075	6.2226076	-6.370869
0_jackson_25.wav	0.23886453	0.08547204	685.9375857276372	785.1992053838139	1261.6861979166667	0.031195746527777776	-339.70285	188.15228	-7.6733727	23.200432	22.608023	-31.878712	-15.716314	-14.518482	-24.693937	-2.6529384	-11.082628	-18.946964	-2.3669748	-12.713979	-11.82608	6.0100384	-8.393809	-9.821504	6.412289	-8.296155
0_jackson_26.wav	0.33218893	0.097660236	1068.8278885014026	908.8487439392663	1948.7548828125	0.06221829927884615	-273.8837	196.9664	-52.11951	5.6091223	32.402386	-28.666859	-19.280392	-19.973043	-23.534813	4.547912	-13.648092	-23.11679	3.6338792	-9.977866	-14.837798	4.4494443	-12.643772	-14.158159	3.9192648	-13.762206
0_jackson_27.wav	0.3553382	0.0750268	809.6900470564531	812.7088568500268	1550.006103515625	0.04356166294642857	-323.98917	216.60693	-29.915224	14.172271	28.991314	-28.3924	-17.448025	-21.971191	-20.353168	10.623878	-16.001335	-27.023712	5.4016414	-10.843406	-18.097795	5.4034624	-12.471469	-16.16073	6.1297693	-10.171805
0_jackson_28.wav	0.33885047	0.08541391	807.1256858829735	834.9479558618013	1573.846435546875	0.04387555803571429	-316.30655	202.67044	-19.630428	17.984507	24.148813	-30.411657	-19.889492	-24.656605	-19.031458	10.860187	-17.38424	-24.729479	7.5982337	-10.841571	-16.139448	6.5660744	-14.336762	-16.29905	7.8564034	-10.186414
0_jackson_29.wav	0.3248292	0.07158782	815.2029754747056	848.7375545516504	1556.419921875	0.0417578125	-334.33752	212.4173	-28.184334	17.926128	30.106224	-31.600924	-19.709736	-19.807833	-19.804895	8.505634	-15.562665	-24.599808	7.6645923	-9.881489	-18.487867	7.1964283	-10.471469	-17.948471	6.5793376	-6.795975
0_jackson_3.wav	0.22672066	0.09709876	724.5674997523566	778.022110211432	1444.3810096153845	0.03226412259615385	-326.93738	192.53069	-10.128386	12.233873	18.216017	-29.229088	-17.451273	-18.01666	-25.384624	-4.4900823	-15.088799	-20.647083	0.7165485	-10.310973	-14.476931	4.222789	-7.727839	-11.532583	5.4977694	-7.411135
0_jackson_30.wav	0.3408748	0.07296239	721.2343081357748	777.0048433211574	1392.73681640625	0.03810337611607143	-341.28375	205.82439	-11.911741	13.852737	23.736923	-26.620687	-17.813025	-16.615473	-17.43794	2.5973089	-16.458368	-21.575773	3.659395	-11.94314	-18.065138	4.047206	-8.469617	-12.947215	4.239427	-10.921054
0_jackson_31.wav	0.35154623	0.071867175	825.6731553739777	843.6428911188123	1559.00390625	0.04244140625	-330.95453	212.17493	-25.633675	15.3246975	27.266705	-29.412931	-16.191462	-18.44865	-21.050043	7.3990765	-12.777539	-21.463829	7.558382	-9.324665	-18.147789	4.4932814	-10.124745	-13.793217	6.97643	-8.669726
0_jackson_32.wav	0.29873517	0.07328727	835.9966807124493	814.830590296753	1536.03515625	0.04251663773148148	-320.91214	210.35274	-37.72508	8.8711	33.435448	-25.923265	-19.22478	-16.371183	-19.12509	-0.15956476	-19.015282	-20.87952	4.5187383	-14.655825	-16.785671	7.095536	-13.10928	-15.774812	10.674767	-5.2848296
0_jackson_33.wav	0.3075702	0.067089885	823.4505871103019	835.9012336647564	1542.2228582974137	0.04389480064655173	-337.62155	214.1518	-29.262701	15.81824	27.316692	-31.719349	-16.147198	-17.875317	-21.618551	6.347308	-15.810635	-24.084826	6.8724627	-10.408458	-17.763632	5.841161	-11.345248	-14.689984	6.921555	-10.967644
